,content
13,"Jay Liu, Sleepyhead at Land of Dreams Level 6. MasterAnswered 2d agoEither.
If property is bought for hopes for selling when the property appreciate in the future and when there is and sold, it will be considered as an investment. If property is used to generate profits, e.g. rental, using as an office space, it will be viewed as an investment.
For me i will view my parent's home to be somewhere to stay. If i were own my own house i will consider it somewhere to stay too. Unless if i were to operate a own business from home or renting it out to have rental income, i will view it as an investment.0 comments1"
14,"Lydia KohLevel 2. RookieAnswered 2d agoI don't have a property yet, and while I hope my property will become an investment,  at the moment I view my first property as a place to stay. Investment properties such as condos are too pricey for us at the moment and too risky.0 comments1"
15,"Yusheng LiuLevel 2. RookieUpdated 2d agoFor my case, a property is both.I am staying in my own house now, so it is obviously a place to stay here.Meanwhile, I see this home as an investment tool too. I will state few reasons below,1) Singapore property market is stable. It won't go up and down crazy. That means the capital you invested won't be evaporated in a sudden. (But be aware of recession, it drops a lot in 2008 i could remember)2) Singapore property has relatively high rental/price ratio, which will give you about 3-5% if you are renting out a condo, or 6-8% if it is an HDB.3) Singapore has no natural disaster like tsunami, earth quake, which means the property is relatively safe compare to other market. (hope we will never be like HK now)0 comments1"
16,"Lim Chun Long Jimmy, Bachelor of Computing at National University of SingaporeLevel 5. GeniusAnswered 2d agoI view my home as a place to live in and not as an investment. Having a home to live in is a need and not a want. Hence, there are many factors which are of higher priority than the potential price appreciation such as but not limited to:LocationHigh-floor or low-floorFlat type (4-room, 3-room, etc.)Surrounding amenities such as schools, coffeeshops and supermarketsSurrounding public transport0 comments1"
17,"YY Yin YuLevel 3. WonderkidAnswered 2d agoMy first property is an investment because I am not staying in. The price I paid for was undervalued and it is purely for passive rental income which I aimed to cover all expenses incurred (instalment, tax, and MISC fee). I set up my mind right from the start when shopping for property. This is important because I don't end up buying property i love (might attract premium) but property with good value. Besides, the tenant market for my property is rather simple which doesn't require massive renovation to impress them. So, minimum renovation cost to optimise the return. When the rental income becomes the steady stream of income in cash, I choose to rent property that suit my style and liking. I am blessed with my choices so far.0 comments1"
18,"Deryl HengLevel 2. RookieAnswered 2d agoBoth for me. Although I don't own my own home right now, I will always think through my purchase of my future home for stay through the lenses of both an Occupier and an Investor. As such, not only I will look out for common factors for occupiers such as Location, Affordability, Price/Valuation, Financing, but also to consider investment factors such as Volume/Activity in the market (ie: Liquidity of certain property types), Market/Property Cycle at point of purchase and even as macro as my own sentiment of the local property market in the next 10 years, at least. If I have the opinion that the property market at the point I am considering the purchase is not promising, I will even consider not purchasing a home there.So in short for me, when selecting my own home in the future, it will be determined through the confluence of factors from an Occupier and Investor perspective.1 comment1"
19,"San San2d agoIt will be a place for me to stay (for good where possible). The rate of appreciation may not seem as great as before, ""frying"" properties may no longer justify additional cost (such as repay grants with accrued interest, etc) and the efforts of house hunting/moving/renov/etc."
20,"Jacky YapLevel 4. ProdigyAnswered 2d agoActually I view our home (wife and mine) as an asset to stay.
I dont think it can be classified as an investment since its not income producing.
Even if we were to sell it, we would be using the proceeds to get another home to stay in.
While property value might increase and the difference in the purchase and sale price can be counted as a profit, by the time you upgrade to the second property, the PSF of the new place would have increased and the profit from the first property would now be used as the downpayment for the second property.
So while your ""property equity value"" increases, i cant really turn that equity into cash (you can but that's another topic). So I rather classify my home as just an asset under my balance sheet.
For properties counted as investments, those will be maybe overseas properties being rented out, which are income generating, and can be sold off and the proceeds can be used for other purposes (and not locked under housing equity).that's just my thoughts on how I view my current home and it's position on the balance sheet. :)1 comment1"
21,"Kenneth Lou2d agoWord! ""So I rather classify my home as just an asset under my balance sheet. """
22,"Hariz Arthur Maloy, Independent Financial Advisor at Promiseland IndependentTop Contributor (Sep)Level 9. God of WisdomAnswered 2d agoHas to be both. Property is an asset like a car is an asset.Yes, your residence is for personal use but its an appreciating asset rather than a depreciating asset like the car.You wouldn't buy a property without considering its resale value in the future if you decide to sell it or even its potential rental yield based on your area and nearby amenities.0 comments1"
23,"Ho Shu YuanLevel 1. FreshieAnswered 20h agoNope, a albality0 comments0"
24,Wei WeiLevel 1. FreshieAnswered 20h agoBoth! But I do wonder if will want to move out of my comfortable living environment...0 comments0
25,"T@Takingstock @Level 5. GeniusAnswered 23h agoA home is a home, and will be an expense. After a few yrs of owning a rental property, IMHO1) rental yield is not good... At best, as good as a fixed deposit. I am getting better returns from my reits honestly. I can easily control my risks n returns w reits, and that includes mgmt to deal w the rental business. Would not ever want to buy a 2nd rental property ever.2) good capital appreciation is very dependent on factors, my feel is if it has less than 4 rooms, the demand goes down a lot. Good capital appreciation comes to the 5 rooms, good view, good location, best if its something in the league of James Dyson. Dont get a property and hope for capital gains, not worth the effort.3) Just take the home as a depreciating asset (like a car), focus on best value for decent cost, and one you would feel happy living in for years to come. The capital gain is really like an unrealized gain. Dont count on it to make money. Enjoy living in it.0 comments0"
