,content
9,"Sherry Joanna LeeLevel 2. RookieUpdated on 26 Jun 2019I will choose to reduce rather than give up/sacrifice and adjust accordingly  which I felt that I spent the most. There's alot of alternatives out that to maintain the lifestyle you are currently enjoying or loves it which you can check it out! However, I personally felt, as long as you have a your own rules of financial journey and spend within your means, you will not be short change in the future unless you do nothing 😉1 comment2"
10,"T@Takingstock @26 Jun 2019I think the word usage is good. Yes we dont have to give up or sacrifice entirely, we are just doing less or on a need to basis"
11,"Bang HongLevel 4. ProdigyAnswered on 07 Jun 2019I know how to improve but no, not gonna do anything about it.Life.0 comments2"
12,Yong Kah HweeLevel 6. MasterUpdated on 26 Jun 2019Sacrifice on drinks during meals. Just drink plain water.Sacrifice taxis to take public transport/walk instead.Sacrifice social drinking with friends. Would rather go for experiences. Drinks are expensive :(But i would not sacrifice on:Giving parents allowance.Paying for insuranceTRAVEL!!!!!1 comment1
13,T@Takingstock @26 Jun 2019Totally agree on the off limit items!!
14,Teo Hui TingLevel 2. RookieUpdated on 13 Jun 2019Willing to sacrifice:luxury bags more than $400other branded items more than $200cab rideshigh-end skincare productsmake up productslocal staycationshigh teafine dininghotel stays during overseas tripsfitness membershipsowning a carair-conditioning1-2 weekends per month working 8 hours of part-time in addition to full-time jobtrends that don't add value or happiness to my life0 comments1
15,Niko GunadiLevel 2. RookieAnswered on 13 Jun 2019Restaurant food. A restaurant meal which is $30-50 per meal is easily a 10 meals in hawker centre. A 1 to 10 comparison.Taxi or Grab. Taking additional 10 times of those with average fee is $15-20 is easily $200 per month. Taking 20 times (5 times a week) save you $400 per month. A well planned trip with public transport can save alot.I'm not saying will sacrifice that not eating restaurant food or taking taxi/grab. But saving them sparingly will go long way to save money.0 comments1
16,"Rave Ong Ci DeLevel 5. GeniusAnswered on 13 Jun 2019Short term or permanent? If it is short term, it is a temporary abstinence until the target is reached. As such, it can be everything. Well, most things anyway. Maybe except health because it is irreversible. If it is a permanent one, I guess there’s not much to give up. Maybe giving up a solidarity life of a hermit. You know, the more you give, the more you gain.0 comments1"
17,"Kenichi Xi, nᴉʍ oʇ dǝnᴉʇsǝd 不能说的秘密 at Tag Team with Gabriel ThamLevel 6. MasterUpdated on 13 Jun 2019The Holy Answer will be TIME.I use Time Based Decision.That means I would use time as a main factor to help me make a decision.If i really wanted something badly but time does not allows, I will skip and move on. In my personal experiences, if i can save time, I can make more money.Some arguments can be, if a person wanna save time to take cab or grab then the person have to spend more money.You see, the above is always an argument but the key factor in Time Based Decision is PLANNING.Hope my replies help.0 comments1"
18,"DKDaryl KhorLevel 1. FreshieAnswered on 25 Jun 2019Eat to live not live to eat, skip the fancy restaurants/ cafes0 comments0"
19,HazelleLevel 1. FreshieAnswered on 25 Jun 2019Sacrifice BBT + other store bought beverages just drink water. Can save up to $80 per month.0 comments0
20,SWShaun Wq LimLevel 4. ProdigyAnswered on 18 Jun 2019The car’s COE expired this month. Decided not to get another car and go with public transport. Should be able to  save the operating costs. Packing meals for lunch and saving the difference. Weight loss is a bonus. Health should get better.Sleeping enough for rest and general well being means cutting down on social activities. (Might be signs of getting older too ;P) Indirectly helping with making better financial decisions.0 comments0
21,"Serene TohLevel 5. GeniusUpdated on 26 Jun 2019Cutting out the small things just don’t make sense to me, actually I don’t have a lot to cut out already. Don’t do grab except for reimbursable office work, unless I get Seedly grab vouchers XD.already on Sim only plan, saved $35cancelled my cable TV last month. Saved $45My only comfort is food. Which I monitor the Budget closely. That said, I mostly prep food at home. Don’t spend more than $200-300 on restaurants and cafes, eating out in general (including hawker) Sacrifice Vacations maybe. (It’s occasional for me now. Not a must go, annual affair) Can save about $2000-3000 for small trips $5000-6000 for major tripsSacrifice privacy to get extra cash? Not sure if it’s good for my mental health though. Can earn about  $2000-3000. Can also save on taxes if utilities included in rent.Currently, I feel my situation is just right. But if I need to do something drastic, I will consider to move in with my parent and renting my house out.0 comments0"
22,"Charmaine Ng, The Value Maximizer at @ Every Ma La Xiang Guo StallLevel 6. MasterAnswered on 16 Jun 2019I cut back on purchases like clothings, bags and shoes.. I get good basics one and wore them for a long time. Helps me cut back on mental fatigue as well (thinking of what to wear 😂)I however... Spend on Grab. I do use MRT/Buses and because my workplace is near to my home (but there's only one bus and it takes an awful long time), I chose Grab to save my mind.I cut back on expensive restaurants/cafes/Starbucks. I still go for them; but on rare occasions or when there's an offer/vouchers/really good reviews. Starbucks has been downgraded to cheaper option of bubble tea (which I am cutting down tooo)Lastly, cut back on friends. Seriously. I noticed after I cut back on friends who can only go out with you to expensive experiences and places, my life has been much better without the financial burdens + mental burden to explain why I can't go with them. 😂0 comments0"
23,Margaret AngLevel 1. FreshieAnswered on 13 Jun 2019Sacrifics eating at restuarants.Food can be cheap and nice at coffeeshop.0 comments0
